Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
,http://www.aixpedit.de,information technology & services,17,aixpedIT GmbH,12389,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor, insbesondere Instandhaltung und Anlagenmanagement, spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Sicherheit und digitale Transformation.; Ähnliche Dienstleistungen: IT-Beratung und Entwicklung kundenspezifischer Softwarelösungen.; Fokus auf die Integration von Sicherheitslösungen in bestehende IT-Infrastrukturen.
'+49 30 66307585,http://www.wordliner.com,media production,22,Wordliner GmbH,12402,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die ebenfalls KMUs anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,"Gemeinsame Branche: Digitale Agentur; Ähnliche Dienstleistungen: Webentwicklung, SEO, Online-Marketing; Fokus auf kleine und mittlere Unternehmen (KMU) im B2B-Bereich"
'+49 791 930000,http://www.kuebler-spedition.de,transportation/trucking/railroad,20,Kübler Spedition,12403,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das ebenfalls Unternehmen in der Logistik- und Transportbranche anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Branche: Logistik und Transport.; Ähnliche Produkte/Services: Digitale Lösungen für Logistikprozesse und Supply Chain Management.; Zielgruppe: Unternehmen in der Logistik- und Transportbranche.
'+49 211 2049733,http://www.proeco-rheinland.de,renewables & environment,25,ProEco Rheinland,12408,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf die digitale Transformation von Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Überschneidung im Bereich Consulting für Unternehmen.; Gemeinsamer Fokus auf die Optimierung von Prozessen durch IT-Lösungen.; RODIAS bietet Dienstleistungen im Bereich der digitalen Transformation an, was mit der Nachhaltigkeitsberatung von ProEco übereinstimmt."
'+49 170 1493615,http://www.evinent.com,information technology & services,17,Evinent GmbH,12410,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen mit komplexen technischen Anlagen, das ebenfalls Lösungen für Wartung und Anlagenmanagement anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Expertise in kundenspezifischer Softwareentwicklung.; Fokus auf digitale Transformation und IT-Beratung für Unternehmen.; Angebot von AI-basierten Lösungen, insbesondere im Bereich Wartung und Anlagenmanagement."
'+43 660 8385794,http://www.sarcura.com,biotechnology,30,Sarcura,12415,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das intelligente Systeme zur Überwachung von Drainagen und Kathetern für Krankenhäuser entwickelt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Elixion Medical,"Beide Unternehmen sind im Bereich HealthTech tätig.; Sarcura entwickelt eine Geräteplattform für die Zelltherapieproduktion, während Elixion Medical intelligente Systeme zur Überwachung von Drainagen und Kathetern anbietet. Beide zielen auf innovative Lösungen im Gesundheitswesen ab.; Beide Unternehmen sind Startups."
'+49 775 18029772,http://www.jobevo.de,human resources,16,jobevo GmbH,12416,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalvermittlung im Gesundheitswesen, das sich an Arbeitgeber wie Krankenhäuser und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDWING GmbH,Direkte Übereinstimmung in der Personalvermittlungsbranche.; Gemeinsame Zielgruppe: Unternehmen im Gesundheitswesen.; Ähnliche Dienstleistungen: Rekrutierungsplattform und Personalvermittlung.
'+43 664 3590300,http://www.auvaria.com,information technology & services,22,Auvaria,12423,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Ausrichtung auf IT-Beratung und digitale Transformation.; Ähnliche Dienstleistungen: Beratung, Entwicklung kundenspezifischer Softwarelösungen.; Fokus auf die DACH-Region."
'+41 41 728 71 71,http://www.eucorail.com,transportation/trucking/railroad,19,EUCO Rail AG,12426,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Bereich Wartung und Anlagenmanagement für Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Fokus auf Wartung und Instandhaltung komplexer technischer Anlagen.; Bietet IT-Lösungen für das Asset Lifecycle Management, ähnlich den Dienstleistungen von Eucorail.; Spezialisierung auf digitale Transformation in der Industrie."
'+43 1 9294058,http://www.nonconform.at,architecture & planning,25,nonconform,12427,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitale Vermessung und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,"Überschneidung im Bereich Planung und Bauwesen.; SitePlan bietet Software für Bauingenieurwesen, Nonconform bietet architektonische Expertise.; Beide zielen auf die Verbesserung von Prozessen im Bau- und Planungsbereich ab."
'+49 208 7772500,http://www.copago.de,information technology & services,21,copago AG,12428,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Premium-Schokoladenherstellung, das ebenfalls Hotels und Gastronomie sowie Bäckereien und Konditoreien beliefert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Coppeneur,"Gemeinsame Zielgruppe: Gastronomie (Hotels & Gastronomie); Überschneidung im Bereich der Lebensmittelbranche (Bäckereien, Konditoreien, Einzelhandel); Ähnliche Produkte/Services: Spezialitäten und individuelle Lösungen für Hotels & Gastronomie"
'+49 40 540903190,http://www.lausen.com,legal services,24,LAUSEN,12434,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf die Optimierung von Prozessen und Online-Marketing für Anwaltskanzleien spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,Direkte Zielgruppe: Anwaltskanzleien (spezieller Fokus).; Dienstleistungen: Prozessoptimierung für Anwaltskanzleien durch digitale Workflows.; Dienstleistungen: SEO & Online Marketing zur Steigerung der Online-Sichtbarkeit.
,http://www.swiset.com,information technology & services,28,Swiset,12439,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich eSignatur-Software, das sich an DATEV-Nutzer wie Steuerberater und Wirtschaftsprüfer richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",tegoly,"Ähnliche Zielgruppe: SMEs und Unternehmen, die DATEV nutzen.; Technologieüberschneidung: Softwarelösungen für Geschäftsprozesse.; Fokus auf Effizienzsteigerung durch digitale Lösungen."
'+49 619 62047150,http://www.hanecs.de,information technology & services,16,HANECS GmbH,12443,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf digitale Transformation im Bereich Wartung und Anlagenmanagement für Industrieunternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Expertise im Bereich Softwareentwicklung und IT-Lösungen.; Überschneidung im Bereich der digitalen Transformation und Automatisierung von Prozessen.; Fokus auf kundenspezifische Lösungen und Consulting.
'+49 34 169769773,http://www.bellaseno.com,medical devices,20,BellaSeno,12447,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das intelligente Systeme zur Überwachung von Drainagen und Kathetern für Krankenhäuser und Kliniken entwickelt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Elixion Medical,Gemeinsame Branche: HealthTech und Medizintechnik.; Ähnliche Zielgruppe: Krankenhäuser und medizinisches Fachpersonal.; Fokus auf innovative medizinische Geräte und Systeme.
,http://www.iwu-chemnitz.de,research,19,IWU,12451,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitale Vermessung und Navigation im Bauingenieurwesen anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,Gemeinsame Branche: Bauingenieurwesen / Construction Tech.; Ähnliche Produkte/Services: Lösungen für Ingenieuraufgaben im Bauwesen und digitale Vermessung.; SitePlan bietet eine App für digitale Vermessung und Navigation im Bauingenieurwesen.
,http://www.netventure.tv,media production,22,netventure group,12454,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Lösungen für die Wartung komplexer technischer Anlagen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Bietet Augmented Reality Lösungen, die für Live-Übertragungen und Eventgrafiken relevant sind.; Spezialisiert auf digitale Transformation und IT-Lösungen, was mit den innovativen Technologien des Zielunternehmens übereinstimmt.; Bietet Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen, was auf ähnliche Bedürfnisse in der Eventbranche hinweisen könnte."
'+43 1 711352315,http://www.jungeindustrie.at,think tanks,18,Junge Industrie,12455,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Medienunternehmen, das Online-Marketing-Dienstleistungen für KMUs anbietet und sich an Unternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Beide Organisationen sind im Bereich Medien tätig.; Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, was mit den Networking- und Förderungsaktivitäten der Jungen Industrie übereinstimmt.; Zielgruppe: KMUs"
'+43 1 8908697,http://www.airskin.io,machinery,30,AIRSKIN,12458,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik und Verpackungsmaschinen, das ebenfalls die Lebensmittel- und Getränkeindustrie sowie die Automobilindustrie anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Gemeinsame Zielgruppe: Lebensmittel- und Getränkeindustrie, Verpackungsindustrie.; Ähnliche Produkte/Services: Automatisierungstechnik, Verpackungsmaschinen, Fördertechnik.; Fokus auf Automatisierungslösungen für Produktionsprozesse."
'+49 364 1777444,http://www.cybio-ag.com,biotechnology,16,CyBio,12461,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Pharma- und Chemieindustrie bedient. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Gemeinsame Zielgruppe: Pharma- und Chemieindustrie.; Ähnliche Produkte/Services: Automatisierungstechnologie, Verpackungs- und Palettiermaschinen.; Überschneidung in der Laborautomatisierung."
'+49 30 12083684,http://www.impargo.de,transportation/trucking/railroad,28,IMPARGO GmbH,12462,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das ebenfalls Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,"Gemeinsame Branche: Digitale Lösungen für Logistik und Transport.; Ähnliche Produkte/Services: Software zur Optimierung und Automatisierung von Logistikprozessen.; Gemeinsame Zielgruppe: Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management."
